ID,性别,专业,学历,毕业去向,就业行业,岗位类型,工作城市,城市等级,期望薪资,实际薪资,期望薪资达成率,是否有实习经历,专业-行业匹配度,学历-岗位匹配度,满意度评分,岗位ID
19606,女,历史学,博士,自由职业,互联网,内容创作者,南京,新一线,14428,20700,1.435,否,低,中,3,JOB7C426F41D7
19607,男,临床医学,硕士,自由职业,文化传媒,自由职业者,上海,一线,17756,18700,1.053,否,低,中,3,JOB41513E42FF
19608,女,历史学,硕士,公务员,政府机关,公共事务助理,西安,新一线,14175,13800,0.974,是,中,中,3,JOB550162CE46
19609,男,金融学,博士,公务员,政府,基层治理专员,北京,一线,19196,27900,1.453,是,低,中,4,JOBF0505A225F
19610,男,计算机,硕士,就业,科研,科研助理,重庆,新一线,17484,20000,1.144,是,中,高,4,JOB8C67DBF975
19611,女,计算机,硕士,创业,互联网,工作室负责人,武汉,新一线,13561,17500,1.29,否,高,高,5,JOB90B3149C48
19612,男,化学,硕士,就业,医疗,健康管理师,深圳,一线,18127,26000,1.434,否,中,高,4,JOBE40D5D7753
19613,女,历史学,博士,公务员,政府机关,公务员,成都,新一线,14255,17100,1.2,否,中,中,4,JOB7C954B9DEC
19614,女,化学,本科,自由职业,科研,项目制顾问,成都,新一线,16584,16600,1.001,是,高,中,4,JOB9323E88E4C
19615,女,土木工程,本科,创业,房地产,产品创业者,上海,一线,3016,3300,1.094,否,中,中,3,JOB64DB419FD9
19616,女,化学,硕士,就业,教育,研究助理,深圳,一线,15050,17300,1.15,是,低,高,4,JOB690C4D0EEF
19617,女,计算机,硕士,自由职业,教育,网站开发者,重庆,新一线,15461,10600,0.686,否,低,中,2,JOB01D98BE81B
19618,女,哲学,博士,公务员,政府机关,基层治理专员,广州,一线,19817,30600,1.544,是,中,中,4,JOB30561BE606
19619,男,化学,硕士,创业,医疗,创业者,广州,一线,8714,10500,1.205,否,中,高,4,JOBB32121D0D0
19620,男,临床医学,硕士,出国,科研,海外研究助理,武汉,新一线,13828,11900,0.861,是,中,高,4,JOB455EC074A2
19621,女,金融学,本科,就业,政府,基层治理专员,西安,新一线,11929,9500,0.796,否,低,中,2,JOB6BB6AC8896
19622,女,化学,本科,创业,科研,联合创始人,南京,新一线,17748,18700,1.054,否,高,中,4,JOB28196A4075
19623,男,临床医学,博士,创业,医疗,联合创始人,西安,新一线,18652,24800,1.33,否,高,高,5,JOBC9C9C5D0E3
19624,女,临床医学,硕士,自由职业,医疗,独立咨询顾问,上海,一线,5216,9200,1.764,是,高,高,4,JOB1F8AD399D0
19625,男,生物学,本科,出国,教育,海外研究助理,上海,一线,4140,3000,0.725,是,中,中,3,JOB23E5C1DC35
19626,女,文学,本科,创业,互联网,创业者,重庆,新一线,5563,5700,1.025,否,中,中,4,JOB538094A5CF
19627,男,土木工程,硕士,自由职业,文化传媒,内容创作者,杭州,新一线,10862,9200,0.847,否,低,中,3,JOB50683DC1BB
19628,女,化学,博士,创业,科研,工作室负责人,杭州,新一线,14517,22000,1.515,是,高,高,5,JOB9E0D5B3788
19629,男,土木工程,本科,就业,建筑,施工管理工程师,南京,新一线,9153,11100,1.213,否,高,中,5,JOB317954822E
19630,男,土木工程,硕士,创业,建筑,联合创始人,上海,一线,6609,9700,1.468,是,高,中,4,JOB7A08DDC91E
19631,男,土木工程,本科,出国,建筑,海外研究助理,重庆,新一线,5198,4000,0.77,是,高,中,4,JOBDA1D852EF4
19632,女,生物学,本科,就业,制造业,质量工程师,重庆,新一线,13840,12500,0.903,是,低,中,3,JOB9DC054DE19
19633,男,文学,博士,公务员,政府,行政执法辅助岗,成都,新一线,9439,10300,1.091,否,低,中,3,JOB9B877E76B2
19634,男,化学,博士,自由职业,教育,自由职业者,深圳,一线,8802,11700,1.329,是,低,高,4,JOB4F1AB70D58
19635,男,物理学,本科,自由职业,教育,独立咨询顾问,广州,一线,19908,16200,0.814,是,中,中,3,JOBCCB66A81C0
19636,男,计算机,本科,创业,金融,创业者,杭州,新一线,18124,19900,1.098,是,低,中,3,JOB7032F18D1A
19637,女,哲学,博士,出国,教育,海外项目助理,重庆,新一线,9184,8300,0.904,是,高,高,5,JOB59223B7FF9
19638,女,计算机,硕士,公务员,政府机关,公务员,重庆,新一线,18042,17100,0.948,是,低,中,3,JOB81F783ED9B
19639,女,土木工程,博士,就业,政府,行政专员,深圳,一线,16406,22400,1.365,否,低,中,4,JOB42D43820D9
19640,女,土木工程,博士,创业,建筑,产品创业者,重庆,新一线,6850,8700,1.27,是,高,中,5,JOBD7C89322C3
19641,女,临床医学,本科,出国,教育,海外项目助理,南京,新一线,5593,3400,0.608,否,中,中,2,JOBCAB2DCF23E
19642,女,临床医学,本科,公务员,政府,行政专员,北京,一线,4474,3900,0.872,否,低,中,2,JOBB5BBD2B59C
19643,女,计算机,本科,出国,互联网,海外软件工程师,武汉,新一线,12191,11600,0.952,是,高,中,4,JOB06E1CD7B7A
19644,女,哲学,硕士,自由职业,互联网,内容创作者,广州,一线,11273,16900,1.499,是,低,高,3,JOBA9C4CEE8B6
19645,男,土木工程,本科,就业,房地产,项目运营专员,杭州,新一线,17575,20600,1.172,否,中,中,4,JOB8A60355079
19646,男,生物学,本科,公务员,政府机关,事业单位职员,西安,新一线,4366,3700,0.847,是,低,中,3,JOBE2FE7B2306
19647,女,物理学,硕士,就业,教育,教师,上海,一线,8092,11000,1.359,是,中,中,4,JOB254EAD4339
19648,男,生物学,博士,自由职业,教育,内容创作者,武汉,新一线,9951,10000,1.005,否,中,高,3,JOB4F8CEB841D
19649,女,历史学,博士,自由职业,互联网,独立编辑,南京,新一线,3576,5200,1.454,否,低,中,3,JOBFE200ED528
19650,女,文学,博士,自由职业,文化传媒,自由撰稿人,重庆,新一线,16982,17300,1.019,是,中,中,3,JOB550442C69B
19651,女,生物学,硕士,出国,科研,海外研究助理,武汉,新一线,15065,12900,0.856,否,高,高,4,JOB455EC074A2
19652,女,文学,博士,就业,互联网,数据分析师,南京,新一线,11121,19500,1.753,否,中,中,4,JOBB271BA1BB1
19653,男,化学,博士,就业,医疗,医疗运营专员,深圳,一线,7575,12100,1.597,否,中,高,4,JOB32572F2E68
19654,男,生物学,博士,出国,科研,海外项目助理,深圳,一线,8269,10800,1.306,是,高,高,5,JOB661CACED45
19655,男,临床医学,本科,自由职业,教育,自由职业者,上海,一线,14755,14300,0.969,否,中,中,3,JOBB003B0BA15
19656,男,化学,硕士,就业,制造业,工艺工程师,上海,一线,3462,5400,1.56,是,中,中,5,JOBA7606A0F7B
19657,男,临床医学,博士,就业,政府,行政专员,深圳,一线,18574,24800,1.335,否,低,中,3,JOB42D43820D9
19658,男,生物学,博士,公务员,政府,行政执法辅助岗,西安,新一线,5020,5600,1.116,否,低,中,3,JOB05F05DD1BE
19659,男,土木工程,硕士,出国,教育,海外研究生,武汉,新一线,17069,11200,0.656,否,低,高,2,JOB35138F5406
19660,女,物理学,硕士,出国,科研,海外项目助理,广州,一线,14396,14700,1.021,是,高,高,5,JOB5A39D1B663
19661,女,计算机,本科,创业,文化传媒,产品创业者,成都,新一线,3688,2500,0.678,否,低,中,2,JOB79C67B66B9
19662,男,生物学,博士,就业,医疗,医疗运营专员,成都,新一线,16368,23600,1.442,否,中,高,4,JOB8E1367E74F
19663,女,临床医学,博士,创业,科研,项目负责人,广州,一线,12307,17400,1.414,否,中,高,4,JOBCFB345B094
19664,女,历史学,博士,出国,教育,海外研究助理,北京,一线,4633,5100,1.101,否,高,高,5,JOBF89CB17BCA
19665,女,生物学,博士,自由职业,科研,项目制顾问,重庆,新一线,18224,23800,1.306,是,高,高,5,JOB63F5687D29
19666,女,化学,博士,就业,制造业,产品工程师,武汉,新一线,18552,26100,1.407,是,中,中,4,JOB6A0791438D
19667,男,历史学,博士,创业,政府机关,工作室负责人,武汉,新一线,8443,10700,1.267,是,中,中,4,JOB19407E31DE
19668,女,哲学,博士,公务员,政府,行政专员,重庆,新一线,17014,18700,1.099,否,低,中,3,JOB779B8B0491
19669,男,化学,博士,出国,教育,海外研究助理,西安,新一线,3730,2600,0.697,否,低,高,2,JOB1131563BE5
19670,女,生物学,硕士,创业,医疗,工作室负责人,上海,一线,15464,22800,1.474,是,中,高,4,JOB78EDBC0287
19671,女,化学,博士,创业,科研,创业者,深圳,一线,8698,14500,1.667,是,高,高,5,JOB1E38B51F50
19672,男,生物学,本科,出国,科研,海外研究生,北京,一线,19275,16500,0.856,是,高,中,3,JOB59DFA94B77
19673,女,物理学,博士,公务员,政府机关,基层治理专员,杭州,新一线,9642,11200,1.162,否,低,中,3,JOB5169DCAFE5
19674,男,哲学,本科,出国,教育,海外研究生,北京,一线,17739,13900,0.784,否,高,中,3,JOBDC4D6C0D33
19675,女,历史学,博士,出国,教育,海外研究生,成都,新一线,9096,8700,0.956,是,高,高,4,JOBB400ECE82F
19676,女,哲学,博士,创业,互联网,产品创业者,重庆,新一线,7716,9700,1.257,是,低,中,3,JOB589C28587C
19677,女,生物学,本科,就业,教育,课程顾问,杭州,新一线,14643,12400,0.847,否,中,中,3,JOB1505A04375
19678,女,土木工程,硕士,出国,建筑,海外研究生,重庆,新一线,4476,4000,0.894,否,高,高,4,JOBD10016B364
19679,女,临床医学,本科,创业,医疗,工作室负责人,杭州,新一线,18117,20500,1.132,否,高,中,4,JOB7E8F2ED7B4
19680,女,临床医学,本科,出国,医疗,海外研究生,成都,新一线,15585,12800,0.821,否,高,中,4,JOBA398C12CE5
19681,女,临床医学,博士,公务员,政府,选调生,深圳,一线,7799,8700,1.116,否,低,中,3,JOB6E8A19B82F
19682,女,土木工程,硕士,公务员,政府机关,公共事务助理,重庆,新一线,13236,13400,1.012,是,低,中,4,JOBB5584CC808
19683,男,历史学,本科,出国,教育,海外研究生,深圳,一线,3515,2800,0.797,否,高,中,3,JOB5929F5E6B9
19684,女,哲学,本科,自由职业,互联网,自由撰稿人,南京,新一线,5868,6100,1.04,否,低,中,3,JOB5AA73B4198
19685,女,金融学,博士,出国,金融,海外项目助理,广州,一线,8648,10800,1.249,否,高,高,5,JOBCE7FD79623
19686,男,哲学,本科,就业,教育,研究助理,广州,一线,13522,15500,1.146,是,高,中,4,JOBDDC0286C60
19687,男,土木工程,博士,自由职业,教育,内容创作者,重庆,新一线,14215,14100,0.992,否,低,高,3,JOB8EF297CB57
19688,男,金融学,硕士,自由职业,教育,自由职业者,南京,新一线,6536,6800,1.04,是,低,中,3,JOB00F2EC282A
19689,男,物理学,本科,创业,互联网,创业者,西安,新一线,9505,8600,0.905,否,低,中,3,JOB5E8A3A4278
19690,男,金融学,博士,创业,银行,产品创业者,上海,一线,6495,11700,1.801,是,中,中,4,JOBFF56AC27CE
19691,女,临床医学,硕士,就业,医疗,医疗运营专员,深圳,一线,11315,19300,1.706,否,高,高,5,JOB32572F2E68
19692,男,计算机,硕士,自由职业,教育,自由产品顾问,上海,一线,4617,4800,1.04,是,低,中,3,JOB0A86050FDA
19693,女,计算机,博士,就业,科研,研究员,重庆,新一线,9047,13000,1.437,是,中,高,5,JOB1E56E68517
19694,女,临床医学,硕士,就业,医疗,医疗运营专员,成都,新一线,14256,22500,1.578,是,高,高,5,JOB8E1367E74F
19695,女,生物学,硕士,自由职业,文化传媒,自由职业者,武汉,新一线,7531,6800,0.903,是,低,中,3,JOB2D884DAD55
19696,男,生物学,博士,创业,医疗,工作室负责人,北京,一线,18639,32000,1.717,否,中,高,4,JOB742A89EC25
19697,男,历史学,博士,公务员,政府机关,行政执法辅助岗,武汉,新一线,19874,25700,1.293,是,中,中,4,JOB580AFA90DA
19698,女,文学,博士,自由职业,教育,自由撰稿人,成都,新一线,17387,20900,1.202,否,高,高,5,JOBC552E04D53
19699,女,文学,硕士,自由职业,互联网,自由撰稿人,杭州,新一线,16904,26600,1.574,否,中,高,4,JOB861E2E5ABC
19700,男,哲学,博士,出国,教育,海外研究生,武汉,新一线,19107,15200,0.796,否,高,高,4,JOB35138F5406
19701,男,土木工程,硕士,自由职业,教育,独立咨询顾问,广州,一线,15746,16500,1.048,是,低,中,3,JOBCCB66A81C0
19702,男,文学,博士,创业,互联网,联合创始人,西安,新一线,3410,4600,1.349,否,中,中,4,JOBB06DC02133
19703,男,文学,博士,自由职业,文化传媒,自由撰稿人,广州,一线,17329,21700,1.252,是,中,中,4,JOBA7CBCE4BC6
19704,女,物理学,硕士,就业,制造业,设备工程师,重庆,新一线,18376,20900,1.137,是,中,中,4,JOB0A376273D3
19705,男,土木工程,博士,就业,制造业,产品工程师,北京,一线,18315,30800,1.682,是,中,中,4,JOB190FFDFC46
19706,男,文学,博士,自由职业,互联网,内容创作者,深圳,一线,6925,12300,1.776,否,中,中,3,JOB36FF797CBC
19707,女,生物学,博士,自由职业,文化传媒,独立咨询顾问,成都,新一线,6210,5900,0.95,否,低,中,3,JOBBB831DCD1D
19708,男,计算机,硕士,自由职业,互联网,自由产品顾问,深圳,一线,7880,13800,1.751,是,高,高,5,JOBCF1B8FB32A
19709,男,计算机,本科,就业,制造业,设备工程师,广州,一线,7966,8700,1.092,是,中,中,3,JOB47C103A147
19710,女,计算机,硕士,出国,互联网,海外研发助理,成都,新一线,16012,19800,1.237,是,高,高,5,JOBE5D6D7991F
19711,女,金融学,博士,自由职业,教育,项目制顾问,深圳,一线,6873,8300,1.208,否,低,高,4,JOBC9E839C291
19712,男,文学,硕士,自由职业,文化传媒,课程创作者,重庆,新一线,6125,5300,0.865,是,中,中,3,JOB43162D7ECC
19713,女,文学,硕士,创业,互联网,产品创业者,南京,新一线,7061,8700,1.232,否,中,高,4,JOB499407F660
19714,女,金融学,博士,自由职业,教育,项目制顾问,深圳,一线,17725,19900,1.123,否,低,高,4,JOBC9E839C291
19715,女,物理学,硕士,出国,科研,海外研究生,上海,一线,6718,7600,1.131,否,高,高,4,JOB9A3E536F5F
19716,女,计算机,硕士,自由职业,互联网,自由产品顾问,广州,一线,6233,9400,1.508,否,高,高,5,JOB96183ABC67
19717,男,临床医学,本科,出国,教育,海外研究生,南京,新一线,16254,9300,0.572,是,中,中,3,JOB0BF52DDAB8
19718,男,金融学,硕士,出国,金融,海外项目助理,成都,新一线,16339,18800,1.151,否,高,高,5,JOBF15D795B65
19719,女,物理学,博士,公务员,政府机关,公共事务助理,深圳,一线,9229,12300,1.333,否,低,中,3,JOBEBD96C63D3
19720,女,化学,本科,出国,科研,海外研究生,深圳,一线,11105,10400,0.937,是,高,中,4,JOBCF5E7731E8
19721,男,金融学,本科,就业,互联网,前端开发工程师,北京,一线,15381,26200,1.703,是,中,中,4,JOB0150749168
19722,女,文学,本科,就业,教育,课程顾问,武汉,新一线,13475,11800,0.876,否,高,中,3,JOB6590267F5F
19723,女,哲学,硕士,自由职业,教育,课程创作者,西安,新一线,15178,14000,0.922,否,高,中,4,JOBBDE46D9462
19724,女,金融学,博士,自由职业,文化传媒,独立咨询顾问,重庆,新一线,3869,3500,0.905,否,低,中,2,JOB7E0364C7EB
19725,女,计算机,博士,公务员,政府,行政执法辅助岗,广州,一线,15187,19500,1.284,是,低,中,3,JOBBD4019815F
19726,女,化学,本科,就业,科研,项目研究专员,杭州,新一线,10066,12500,1.242,否,高,中,5,JOBFB5B22B07D
19727,女,临床医学,本科,公务员,政府机关,公共事务助理,重庆,新一线,12835,10800,0.841,是,低,中,2,JOBB5584CC808
19728,女,临床医学,本科,就业,医疗,医学检验师,西安,新一线,9588,10800,1.126,是,高,中,4,JOB4BD366EFFF
19729,女,化学,本科,就业,制造业,产品工程师,成都,新一线,19763,21800,1.103,是,中,中,4,JOB5F715B61E8
19730,男,临床医学,硕士,出国,教育,海外研究生,广州,一线,18631,15500,0.832,否,中,高,3,JOB21BB64DB54
19731,女,历史学,本科,就业,政府机关,公务员,重庆,新一线,18140,17600,0.97,是,中,中,3,JOB81F783ED9B
19732,女,文学,本科,就业,政府机关,事业单位职员,深圳,一线,6070,6700,1.104,是,低,中,3,JOBC4F2120D18
19733,男,哲学,硕士,出国,教育,海外项目助理,北京,一线,4313,3800,0.881,否,高,高,4,JOB3A1DB7C0C2
19734,女,金融学,博士,创业,互联网,创业者,广州,一线,9517,15200,1.597,是,中,中,4,JOBC6522B9C33
19735,女,生物学,本科,自由职业,科研,自由职业者,南京,新一线,18209,17200,0.945,否,高,中,4,JOB2A246C3FC3
19736,男,哲学,本科,自由职业,教育,自由撰稿人,成都,新一线,4015,3700,0.922,是,高,中,4,JOBC552E04D53
19737,女,历史学,本科,公务员,政府,行政专员,深圳,一线,19771,20100,1.017,否,低,中,3,JOB42D43820D9
19738,男,金融学,硕士,公务员,政府机关,选调生,上海,一线,17941,23600,1.315,是,低,中,3,JOB3E3FDC1BDA
19739,女,文学,硕士,自由职业,互联网,内容创作者,西安,新一线,4284,4600,1.074,是,中,高,4,JOBE492192E76
19740,男,生物学,硕士,公务员,政府机关,公共事务助理,南京,新一线,6298,6400,1.016,否,低,中,3,JOB099083287D
19741,男,物理学,博士,自由职业,科研,自由职业者,杭州,新一线,9564,14900,1.558,是,高,高,5,JOBC77E50AE5A
19742,男,生物学,本科,创业,互联网,工作室负责人,北京,一线,18713,23700,1.266,是,低,中,3,JOBF101965818
19743,男,土木工程,博士,公务员,政府,选调生,成都,新一线,17493,18600,1.063,否,低,中,3,JOB3441FA188E
19744,男,历史学,本科,自由职业,互联网,自由撰稿人,北京,一线,15907,18700,1.176,是,低,中,4,JOBC36FF5DFC0
19745,女,化学,本科,出国,科研,海外研究生,深圳,一线,13723,12700,0.925,否,高,中,4,JOBCF5E7731E8
19746,男,土木工程,本科,出国,科研,海外研究助理,广州,一线,17699,12800,0.723,是,低,中,2,JOBBA421D7366
19747,男,计算机,本科,创业,文化传媒,联合创始人,上海,一线,3743,3000,0.801,否,低,中,2,JOBB2EE43DE56
19748,男,哲学,硕士,自由职业,互联网,独立编辑,成都,新一线,4669,5600,1.199,否,低,高,3,JOB8BD6FD0D6F
19749,男,金融学,本科,出国,金融,海外管培生,南京,新一线,17574,17200,0.979,是,高,中,4,JOB62A0B5FF7B
19750,男,土木工程,硕士,创业,建筑,工作室负责人,西安,新一线,15234,19500,1.28,是,高,中,5,JOB4812EBFC32
19751,男,文学,硕士,自由职业,教育,自由撰稿人,上海,一线,18908,26500,1.402,是,高,中,5,JOBD117D9DEA5
19752,女,临床医学,本科,出国,教育,海外项目助理,杭州,新一线,18270,14800,0.81,是,中,中,3,JOB28C178C188
